timestamp,accX,accY,accZ
607619,344,401,-15834
607623,619,72,-17114
607627,222,82,-15585
607631,389,506,-15524
607635,358,-409,-16994
607639,688,-7,-16695
607643,121,-5,-15912
607647,357,-469,-17152
607651,529,241,-16710
607655,466,-116,-16348
607659,69,-81,-16777
607663,485,80,-16757
607667,18,127,-16304
607671,512,153,-16293
607675,229,186,-17848
607679,373,298,-14441
607683,424,248,-16666
607687,312,0,-16239
607691,397,-81,-16336
607695,263,50,-18207
607699,718,-128,-14997
607703,478,-17,-17177
607707,838,-384,-15666
607711,872,139,-16806
607715,496,-277,-17375
607719,288,-422,-14730
607723,445,124,-18669
607727,218,-365,-15447
607731,74,393,-17062
607735,202,79,-16562
607739,17,104,-15289
607743,157,180,-17496
607747,730,314,-16126
607751,-30,-43,-16958
607755,245,667,-16070
607759,461,143,-15081
607763,665,204,-17284
607767,197,13,-15318
607771,410,104,-16996
607775,140,-73,-16446
607779,674,-170,-16127
607783,758,-259,-16607
607787,306,-310,-16862
607791,509,128,-15949
607795,387,88,-16648
607799,578,221,-16424
607803,442,592,-15581
607807,129,85,-17258
607811,746,-16,-16975
607815,378,364,-16051
607819,-94,254,-16589
607823,618,72,-15588
607827,362,795,-16473
607831,25,11,-16380
607835,330,120,-17063
607839,-449,166,-14850
607843,763,-85,-16469
607847,404,140,-16340
607851,-88,-80,-15194
607855,-134,50,-16035
607859,470,-418,-16592
607863,598,147,-14749
607867,345,-118,-17825
607871,371,630,-15871
607875,287,-29,-14403
607879,538,-101,-18616
607883,943,169,-15262
607887,92,41,-15562
607891,431,501,-17387
607895,583,269,-17304
607899,755,304,-15635
607903,649,397,-16633
607907,52,-108,-15026
607911,-250,-27,-17104
607915,255,153,-16242
607919,208,-882,-16395
607923,36,483,-16955
607927,439,-86,-16173
607931,201,77,-16217
607935,175,101,-17081
607939,375,-99,-16991
607943,623,117,-15701
607947,58,39,-17827
607951,51,68,-16665
607955,442,326,-16773
607959,745,43,-17036
607963,332,132,-15717
607967,439,112,-17168
607971,656,445,-17367
607975,739,329,-15564
607979,468,225,-17272
607983,474,-101,-15612
607987,158,-56,-16797
607991,607,102,-17150
607995,473,-17,-15709
607999,558,-193,-16615
608003,45,-77,-16457
608007,-43,104,-15739
608011,337,-346,-17213
608015,119,247,-17729
608019,753,-413,-15367
608023,-76,430,-16577
608027,250,-460,-16240
608031,431,240,-16275
608035,547,520,-15672
608039,447,-21,-16297
608043,400,114,-17955
608047,424,645,-15471
608051,741,-157,-17958
608055,431,599,-15031
608059,413,-560,-15642
608064,-424,-40,-18197
608068,800,-358,-14790
608072,708,-443,-17221
608076,246,35,-15715
608080,136,-90,-15537
608084,73,-340,-16911
608088,609,-158,-16379
608092,436,241,-15747
608096,-266,190,-17172
608100,184,266,-15765
608104,315,291,-16546
608108,500,473,-16152
608112,19,439,-16229
608116,430,205,-15723
608120,451,385,-17029
608124,484,-47,-16149
608128,432,34,-15486
608132,412,-82,-16008
608136,219,-249,-16073
608140,658,-119,-16963
608144,278,-615,-16104
608148,285,-465,-16754
608152,372,-387,-16904
608156,274,21,-15740
608160,365,268,-17527
608164,523,299,-15555
608168,300,383,-15232
608172,393,325,-17817
608176,565,320,-16023
608180,196,237,-16901
608184,584,231,-16197
608188,250,495,-18008
608192,418,-492,-14278
608196,595,405,-18604
608200,483,-554,-16080
608204,556,281,-16389
608208,108,-157,-17118
608212,507,-448,-15133
608216,464,240,-18190
608220,486,126,-15045
608224,348,153,-15691
608228,-181,174,-17415
608233,404,189,-16120
608237,513,617,-16865
608241,536,148,-15739
608244,362,336,-16207
608248,443,260,-16496
608252,237,-181,-16685
608257,525,-58,-16650
608261,522,205,-16478
608265,230,-1042,-16880
608269,-35,511,-16395
608273,699,-291,-17489
608277,721,-764,-15074
608281,246,522,-15882
608285,118,267,-16496
608289,570,-163,-16332
608293,373,-96,-16887
608297,409,391,-15142
608301,3,34,-16076
608305,-542,677,-16523
608309,696,299,-15673
608313,220,112,-17238
608317,486,134,-15939
608321,138,77,-15675
608325,175,249,-16563
608329,340,-85,-17095
608333,811,70,-16238
608337,17,-62,-16574
608341,238,-290,-16840
608345,211,-215,-15681
608349,765,-316,-17717
608353,732,-124,-15969
608357,288,-466,-16831
608361,114,174,-16197
608365,593,-28,-15232
608369,466,201,-17556
608373,118,665,-15582
608377,324,569,-16858
608381,7,753,-16842
608385,457,238,-15098
608389,433,649,-18293
608393,369,315,-15295
608397,488,97,-14404
