timestamp,accX,accY,accZ
123431,-1074,65,-16423
123435,-1087,88,-16433
123439,-1099,69,-16446
123444,-1086,78,-16425
123448,-1085,92,-16438
123452,-1082,69,-16422
123456,-1084,88,-16423
123460,-1091,79,-16420
123464,-1088,80,-16444
123468,-1096,77,-16429
123472,-1081,72,-16442
123476,-1089,74,-16436
123481,-1082,83,-16447
123485,-1090,74,-16452
123489,-1069,82,-16438
123493,-1105,84,-16445
123497,-1106,71,-16448
123501,-1092,87,-16426
123505,-1095,93,-16431
123509,-1085,90,-16424
123513,-1077,86,-16424
123518,-1093,94,-16422
123522,-1089,85,-16432
123526,-1099,84,-16430
123530,-1095,69,-16443
123534,-1082,75,-16440
123538,-1079,75,-16448
123542,-1094,87,-16428
123546,-1085,69,-16427
123550,-1083,64,-16455
123554,-1098,70,-16445
123558,-1093,77,-16445
123563,-1092,83,-16430
123567,-1081,83,-16436
123571,-1093,77,-16413
123575,-1101,81,-16449
123579,-1094,77,-16431
123583,-1075,73,-16422
123587,-1089,68,-16424
123591,-1086,86,-16419
123595,-1095,83,-16438
123599,-1072,75,-16408
123603,-1081,64,-16436
123608,-1081,81,-16438
123612,-1066,81,-16434
123616,-1091,71,-16432
123620,-1097,62,-16426
123624,-1103,96,-16423
123628,-1095,91,-16436
123632,-1104,89,-16434
123636,-1095,72,-16416
123640,-1090,74,-16412
123644,-1079,71,-16422
123648,-1094,68,-16428
123653,-1087,68,-16459
123657,-1095,76,-16455
123661,-1080,73,-16454
123665,-1097,73,-16433
123669,-1109,76,-16452
123673,-1091,73,-16434
123677,-1073,95,-16439
123681,-1083,89,-16439
123685,-1082,72,-16413
123689,-1094,83,-16426
123694,-1096,70,-16430
123698,-1074,75,-16412
123702,-1082,93,-16428
123706,-1101,82,-16455
123710,-1103,80,-16439
123714,-1085,82,-16454
123718,-1085,75,-16432
123722,-1087,94,-16438
123726,-1091,64,-16439
123730,-1103,96,-16421
123734,-1088,81,-16411
123739,-1081,79,-16423
123743,-1076,81,-16433
123747,-1099,82,-16424
123751,-1106,69,-16420
123755,-1097,90,-16427
123759,-1093,87,-16430
123763,-1100,90,-16435
123767,-1103,82,-16424
123771,-1101,82,-16440
123775,-1113,78,-16436
123780,-1092,77,-16422
123784,-1068,94,-16428
123788,-1091,86,-16409
123792,-1078,81,-16436
123796,-1106,71,-16449
